term,cvalue
uniform access,7.917171988845775
processor systems,7.791336696154595
methods,7.783640596221253
objects,7.783640596221253
large amounts,7.694848072384611
unified basis,7.694848072384611
authorization,7.694848072384611
investigation,7.694848072384611
data movement,7.694848072384611
infrastructure,7.661779344044299
algorithms for synchronous parallel computers,7.613324979540639
coallocation,7.4547199493640015
complex task,7.4547199493640015
fixed number,7.4547199493640015
grid portals,7.4547199493640015
large number,7.4547199493640015
wide variety,7.4547199493640015
solution,7.3935699259727485
metacomputing,7.2673565128076865
network of heterogeneous workstations,7.221835825288449
astrophysics simulation collaboratory,7.221835825288449
complex information processing system,7.221835825288449
drug design,7.193685818395112
file server,7.193685818395112
p2p systems,7.193685818395112
queue times,7.193685818395112
construction of distributed programs,7.16703787691222
effect,7.16703787691222
processor allocation,7.114864149690728
sharedmemory multiprocessor systems,7.110696122978827
multiprocessor,7.068903561469443
dynamic storage allocation systems,7.052721049232323
construction,7.040568841066
network models,7.037486212307357
task migration,7.037486212307357
utilitydriven resource management,6.9930151229329605
heterogeneous computational grid,6.931471805599453
multiprogrammed parallel systems,6.931471805599453
capability,6.907755278982138
data grids,6.907755278982138
discussion,6.907755278982138
most cases,6.907755278982138
preemption,6.907755278982138
replication,6.8939489092953155
international data grid project,6.8679744089702925
organizations,6.839864953230766
average execution queue length,6.802394763324311
heterogeneous grid environment,6.802394763324311
multiple parallel applications,6.802394763324311
multiprocessor computer system,6.802394763324311
resource management mechanisms,6.802394763324311
system development corporation,6.802394763324311
qualityofservice requirements,6.734591659972948
shared memory multiprocessors,6.734591659972948
unconventional decomposition,6.664409020350408
globus metacomputing toolkit,6.664409020350408
full parallel implementation,6.664409020350408
evaluation,6.6519124908716885
applicationlevel scheduling,6.591673732008658
dynamic hardware partitions,6.591673732008658
interactive computer system,6.591673732008658
platforms,6.591673732008658
program interruption system,6.591673732008658
same time,6.591673732008658
synthesis,6.591673732008658
tradeoffs,6.591673732008658
components,6.566631561501539
overall system performance,6.516193076042964
percentage of job movement,6.516193076042964
resources allocation model,6.516193076042964
synchronization primitives,6.516193076042964
years,6.437751649736401
various system parameters,6.437751649736401
metacomputing environment,6.437751649736401
requestresponse protocols,6.437751649736401
remote execution facility,6.437751649736401
tools,6.437751649736401
message passing interface,6.437751649736401
integration of simulation,6.437751649736401
grid application behavior,6.437751649736401
geographical distribution,6.437751649736401
locus,6.437751649736401
heterogeneity,6.412373393653842
networks of workstations,6.3561076606958915
university of california,6.3561076606958915
types of service centers,6.3561076606958915
share common input files,6.3561076606958915
requestresponse protocol,6.3561076606958915
parallel virtual machine,6.3561076606958915
new scheduling algorithm,6.3561076606958915
metadata catalog service,6.3561076606958915
grid resource management,6.3561076606958915
distributed environments,6.3561076606958915
distributed applications,6.3561076606958915
coefficient of variation,6.3561076606958915
analytical queuing model,6.3561076606958915
level,6.3507550058210445
primitives,6.332109005733626
differentiated services,6.270988431858299
standard unix scheduler,6.270988431858299
network of workstations,6.270988431858299
equipment configuration,6.270988431858299
dynamic code generation,6.270988431858299
architectural framework,6.270988431858299
different organizations,6.270988431858299
application experiences,6.270988431858299
cluster of workstations,6.270988431858299
barrier synchronization,6.270988431858299
criteria,6.238324625039507
examples,6.238324625039507
practice,6.238324625039507
data grid,6.225469635785955
goals,6.207831947960101
manmachine interaction,6.182084906716632
wide area applications,6.182084906716632
scientific instruments,6.182084906716632
queuing network models,6.182084906716632
processor partitioning,6.182084906716632
performance monitoring,6.182084906716632
number of applications,6.182084906716632
memory multiprocessors,6.182084906716632
mean job response time,6.182084906716632
vanilla gang scheduler,6.182084906716632
large parameter spaces,6.182084906716632
application throughput,6.182084906716632
application components,6.182084906716632
air traffic situations,6.182084906716632
application developers,6.182084906716632
current implementation,6.182084906716632
communications network,6.182084906716632
computer organizations,6.182084906716632
computing applications,6.182084906716632
objectives,6.14022691465079
resource availability,6.089044875446846
virtual organizations,6.089044875446846
transparent interface,6.089044875446846
symbiotic partnership,6.089044875446846
standard workstations,6.089044875446846
spacesharing policies,6.089044875446846
single control stream,6.089044875446846
resource requirements,6.089044875446846
processor utilization,6.089044875446846
personal workstations,6.089044875446846
performance contracts,6.089044875446846
particular experiment,6.089044875446846
multiprocessor system,6.089044875446846
job size distribution,6.089044875446846
communications subnet,6.089044875446846
arpa computer network,6.089044875446846
hosts,6.035392171627876
multidomain clusters,5.991464547107982
timeslicing policies,5.991464547107982
statistical analysis,5.991464547107982
set of core services,5.991464547107982
policy extensibility,5.991464547107982
performance measures,5.991464547107982
parallel application,5.991464547107982
behavior of networks,5.991464547107982
individual resources,5.991464547107982
demand for resources,5.991464547107982
communication demand,5.991464547107982
application programs,5.991464547107982
architectural design,5.991464547107982
detailed description,5.991464547107982
workload,5.941261547656674
parallel processors,5.8888779583328805
timesharing systems,5.8888779583328805
threshold algorithm,5.8888779583328805
standard mechanisms,5.8888779583328805
service description,5.8888779583328805
resource conditions,5.8888779583328805
population of users,5.8888779583328805
performance penalty,5.8888779583328805
pattern recognition,5.8888779583328805
processor selection,5.8888779583328805
grid infrastructure,5.8888779583328805
facility allocation,5.8888779583328805
efficient execution,5.8888779583328805
dynamic information,5.8888779583328805
communication needs,5.8888779583328805
communication layer,5.8888779583328805
communication delay,5.8888779583328805
client workstations,5.8888779583328805
average parallelism,5.8888779583328805
advance reservation,5.8888779583328805
schemes,5.8377304471659395
mapping,5.8377304471659395
library,5.8377304471659395
efforts,5.8377304471659395
concern,5.8377304471659395
article,5.8377304471659395
account,5.8377304471659395
basis,5.793976484762761
network interfaces,5.780743515792329
system utilization,5.780743515792329
system information,5.780743515792329
resource brokering,5.780743515792329
production systems,5.780743515792329
parallel algorithm,5.780743515792329
other applications,5.780743515792329
order of magnitude,5.780743515792329
new infrastructure,5.780743515792329
application domain,5.780743515792329
information system,5.780743515792329
highenergy physics,5.780743515792329
high priority jobs,5.780743515792329
executable staging,5.780743515792329
dynamic management,5.780743515792329
current generation,5.780743515792329
local area network,5.780743515792329
migration,5.746587356110113
advances,5.718464239619548
resource provider,5.666426688112432
nyu ultracomputer,5.666426688112432
parallel programs,5.666426688112432
performance gains,5.666426688112432
provide languages,5.666426688112432
state information,5.666426688112432
scheduling policy,5.666426688112432
scheduling system,5.666426688112432
simulation system,5.666426688112432
simulator network,5.666426688112432
user perspectives,5.666426688112432
network resources,5.666426688112432
network bandwidth,5.666426688112432
memory management,5.666426688112432
consistent access,5.666426688112432
many applications,5.666426688112432
adaptive policies,5.666426688112432
characterizations,5.666426688112432
cluster resources,5.666426688112432
computer programs,5.666426688112432
abstract workflow,5.666426688112432
data repositories,5.666426688112432
early experiences,5.666426688112432
general framework,5.666426688112432
internal machines,5.666426688112432
longhaul networks,5.666426688112432
behavior,5.644198470273841
sons,5.545177444479562
sketchpad system,5.545177444479562
simulation study,5.545177444479562
resource trading,5.545177444479562
real environment,5.545177444479562
rand corporation,5.545177444479562
prototype system,5.545177444479562
program behavior,5.545177444479562
processorsharing,5.545177444479562
poor performance,5.545177444479562
node,5.545177444479562
new applications,5.545177444479562
cpu availability,5.545177444479562
measurement data,5.545177444479562
application code,5.545177444479562
best performance,5.545177444479562
computer utility,5.545177444479562
basic mechanisms,5.545177444479562
dynamic policies,5.545177444479562
electrical grids,5.545177444479562
flexible message,5.545177444479562
function,5.545177444479562
important thread,5.545177444479562
qos,5.44728593131271
service brokers,5.41610040220442
relative merits,5.41610040220442
research agenda,5.41610040220442
resource access,5.41610040220442
resource owners,5.41610040220442
reverse auction,5.41610040220442
sequential jobs,5.41610040220442
workload traces,5.41610040220442
set of services,5.41610040220442
single building,5.41610040220442
storage systems,5.41610040220442
system capacity,5.41610040220442
user objectives,5.41610040220442
pvm computation,5.41610040220442
world wide grid,5.41610040220442
recent advances,5.41610040220442
identical units,5.41610040220442
network latency,5.41610040220442
daemon activity,5.41610040220442
active messages,5.41610040220442
collaboratories,5.41610040220442
community grids,5.41610040220442
compute servers,5.41610040220442
countermeasures,5.41610040220442
massive amounts,5.41610040220442
cpusharing grid,5.41610040220442
data collection,5.41610040220442
different sites,5.41610040220442
distributed set,5.41610040220442
fault detection,5.41610040220442
idle processors,5.41610040220442
implementations,5.41610040220442
case,5.391144737688463
utility,5.388674258922406
rsexec,5.375278407684165
person,5.375278407684165
thesis,5.375278407684165
routes,5.375278407684165
events,5.375278407684165
kernel,5.375278407684165
choice,5.375278407684165
condor,5.375278407684165
discovery,5.336116830673677
highperformance,5.293007211245229
key technology,5.278114659230517
worm  programs,5.278114659230517
world wide web,5.278114659230517
various levels,5.278114659230517
task placement,5.278114659230517
single machine,5.278114659230517
service center,5.278114659230517
resource usage,5.278114659230517
number of jobs,5.278114659230517
maximum amount,5.278114659230517
load imbalance,5.278114659230517
new challenges,5.278114659230517
internal names,5.278114659230517
host computers,5.278114659230517
access service,5.278114659230517
grid simulator,5.278114659230517
grid scheduler,5.278114659230517
execution time,5.278114659230517
empirical data,5.278114659230517
dynamic nature,5.278114659230517
cache affinity,5.278114659230517
auction models,5.278114659230517
approximations,5.278114659230517
sharing,5.189093730814169
grid application,5.149093341302451
major factors,5.1298987149230735
utility layer,5.1298987149230735
status report,5.1298987149230735
special cases,5.1298987149230735
site autonomy,5.1298987149230735
potential use,5.1298987149230735
object system,5.1298987149230735
new protocols,5.1298987149230735
metric system,5.1298987149230735
semantic grid,5.1298987149230735
large numbers,5.1298987149230735
idle machines,5.1298987149230735
host computer,5.1298987149230735
global access,5.1298987149230735
general model,5.1298987149230735
data channels,5.1298987149230735
functionality,5.1298987149230735
fresh impetus,5.1298987149230735
distributions,5.1298987149230735
different job,5.1298987149230735
policy,5.095315990617281
web services,4.969813299576001
small number,4.969813299576001
remote users,4.969813299576001
own policies,4.969813299576001
mpi programs,4.969813299576001
grid systems,4.969813299576001
low overhead,4.969813299576001
large degree,4.969813299576001
high latency,4.969813299576001
minimum time,4.969813299576001
grid economy,4.969813299576001
expectations,4.969813299576001
earlier work,4.969813299576001
dynamic load,4.969813299576001
data streams,4.969813299576001
coscheduling,4.969813299576001
capabilities,4.969813299576001
broadcasting,4.969813299576001
bibliography,4.969813299576001
access files,4.969813299576001
cactus,4.927338540377151
webos,4.828313737302301
realization,4.795790545596741
new systems,4.795790545596741
mpi message,4.795790545596741
large hosts,4.795790545596741
individuals,4.795790545596741
cost models,4.795790545596741
cactus code,4.795790545596741
nature,4.778025251274814
bounds,4.778025251274813
xsufferage,4.605170185988092
wide class,4.605170185988092
user level,4.605170185988092
system bus,4.605170185988092
limitation,4.605170185988092
modularity,4.605170185988092
middleware,4.605170185988092
many users,4.605170185988092
literature,4.605170185988092
other hand,4.605170185988092
extensions,4.605170185988092
data files,4.605170185988092
data bases,4.605170185988092
cpu cycles,4.605170185988092
continents,4.605170185988092
case study,4.605170185988092
attributes,4.605170185988092
ash system,4.605170185988092
data types,4.605170185988092
integration,4.529357737508033
principle,4.394449154672439
usability,4.394449154672439
terabytes,4.394449154672439
synergies,4.394449154672439
stability,4.394449154672439
questions,4.394449154672439
dpf,4.394449154672439
nws,4.394449154672439
ltd,4.394449154672439
highspeed,4.394449154672439
existence,4.394449154672439
attention,4.394449154672439
aim,4.394449154672439
information distribution aspects of design methodology d l parnas department,4.330733340286331
pvm,4.257122618588926
job response time,4.249820016084325
development of serviceoriented distributed computing applications,4.174387269895637
platforms for resourceintensive distributed parallel applications,4.174387269895637
steering,4.1588830833596715
schedule,4.1588830833596715
routines,4.1588830833596715
peer,4.1588830833596715
nest,4.1588830833596715
mars,4.1588830833596715
location,4.1588830833596715
joss,4.1588830833596715
gara,4.1588830833596715
features,4.1588830833596715
escience,4.1588830833596715
drms,4.1588830833596715
date,4.1588830833596715
customer,4.1588830833596715
contrast,4.1588830833596715
concerns,4.1588830833596715
business,4.1588830833596715
ashs,4.1588830833596715
appendix,4.1588830833596715
accuracy,4.1588830833596715
contention,4.144653167389283
scalable networked information processing environment snipe,4.07753744390572
messagepassing between different highperformance computers,4.060443010546419
processing,4.049373784230908
mpi,4.028245058449736
coherent internal objectoriented resource representation,4.02535169073515
management for high performance data intensive computing,4.02535169073515
execution of failureresilient message passing interface,4.007333185232471
reservation,3.996492121330618
integration with underlying native platform facilities,3.9889840465642745
large wide area heterogeneous virtual computer systems,3.9889840465642745
greedyheuristic adaptive resource selection strategies,3.9889840465642745
development of programtoprogram communication services,3.9889840465642745
class of central processor service time distributions,3.970291913552122
computer science carnegiemelion university pittsburgh,3.970291913552122
p2p,3.9550042392051954
distributed resource performance forecasting service,3.9512437185814275
enforcement of dynamic resource management policies,3.9318256327243257
variety of different resource management strategies,3.9318256327243257
rig rochester s intelligent gateway system overview,3.9318256327243257
executinglargescale resource intensive applications,3.9318256327243257
applications with hardwarelevel network performance,3.9318256327243257
complicated application level task control policies,3.9318256327243257
carefullydesigned declarative packetfilter language,3.9318256327243257
autocorrelation between successive cpu measurements,3.9318256327243257
host,3.914242901985573
struct various higher level metacomputing services,3.912023005428146
notationthe terminal state transition diagramwhich,3.912023005428146
several cachecoherent sharedmemory multiprocessors,3.912023005428146
set of customizable resource management mechanisms,3.912023005428146
powerful multiprocess large memory virtual machine,3.912023005428146
execution of distributed metacomputer applications,3.912023005428146
introduces advanced programtoprogram communication,3.912023005428146
highthroughput productionquality grid environments,3.912023005428146
development of new large scale timesharing systems,3.912023005428146
insistence on standardized measurement information,3.912023005428146
gridsim,3.8918202981106265
testbed,3.8918202981106265
sources,3.8918202981106265
persons,3.8918202981106265
meaning,3.8918202981106265
key performancecritical transport layer functions,3.8918202981106265
improvements over more conventional architectures,3.8918202981106265
costeffectiveness of distributed computer systems,3.8918202981106265
classification of parallel algorithms corresponds,3.8918202981106265
changes,3.8918202981106265
beranek,3.8918202981106265
attempt,3.8918202981106265
anatomy,3.8918202981106265
absence,3.8918202981106265
computer communication network design experience,3.871201010907891
typical highperformance global computing setting,3.871201010907891
experimental multimicroprocessor computer system,3.871201010907891
commodity marketbased resources allocation model,3.871201010907891
board nab high performance network communication,3.871201010907891
large scale information processing applications,3.8501476017100584
various possible data processing configurations,3.8501476017100584
support for dynamic integrated layer processing,3.8501476017100584
set of topologyspecific communication functions,3.8501476017100584
multiprogrammed parallel processing environment,3.8501476017100584
javabased discreteevent grid simulation toolkit,3.8501476017100584
important fetchandadd synchronization primitive,3.8501476017100584
implementation of basic coallocation mechanisms,3.8501476017100584
componentoriented application design philosophy,3.8501476017100584
characteristic of processor allocation policies,3.8501476017100584
distributedmemory cachecoherent multiprocessor,3.828641396489095
representation of parallel processable streams,3.828641396489095
principles of distributed hierarchical control,3.828641396489095
multicomputer route oriented simulation system,3.828641396489095
implementation of highperformance applications,3.828641396489095
algorithms for asynchronous parallel computers,3.828641396489095
development of complex multiparty applications,3.828641396489095
current implementation supports c applications,3.828641396489095
cooperation of autonomous distributed entities,3.828641396489095
construction of applicationlevel coreservation,3.828641396489095
adaptability for userlevel scheduling policies,3.828641396489095
reliance on clientserver architectures places,3.8066624897703196
vendorindependent messagepassing environments,3.8066624897703196
unnecessary interprocess communication burden,3.8066624897703196
class of largediameter multiprocessor systems,3.8066624897703196
microprocessors for building computer systems,3.8066624897703196
adaptive wide area resource environment aware,3.8066624897703196
convenient remote electrictypewriter consoles,3.8066624897703196
infrastructure for next generation computing,3.784189633918261
traditional technical computing applications,3.784189633918261
mbyte primary memory prototype configuration,3.784189633918261
integrated p2p service composition framework,3.784189633918261
performance of various parallel applications,3.784189633918261
honeywell experimental distributed processor,3.784189633918261
grid scheduling system coallocated computing,3.784189633918261
distributed memory parallel computer systems,3.784189633918261
carnegiemellon university computation center,3.784189633918261
architecture for data intensive applications,3.784189633918261
sequence of interrelated computational tasks,3.784189633918261
longterm distributed computing applications,3.7612001156935624
various representative economybased systems,3.7612001156935624
thousands of autonomous processing elements,3.7612001156935624
support for systemlevel resource management,3.7612001156935624
singleinstruction streammultipledata stream,3.7612001156935624
scheduling of constituent application tasks,3.7612001156935624
perspective on distributed computer systems,3.7612001156935624
management of distributed cluster resources,3.7612001156935624
intelligent highperformance network adapter,3.7612001156935624
impact of inaccurate performance prediction,3.7612001156935624
grid technologies enable largescale sharing,3.7612001156935624
generalpurpose resource selection framework,3.7612001156935624
development of largescale grid applications,3.7612001156935624
benefits of frequent processor reallocation,3.7612001156935624
acceptable parallel application performance,3.7612001156935624
highperformance applicationscharacteristics,3.7612001156935624
management of heterogeneous resource types,3.7376696182833684
usercentric performance evaluation metrics,3.7376696182833684
terms of web services description language,3.7376696182833684
simulation of heterogeneous grid resources,3.7376696182833684
several researchbased supercomputing sites,3.7376696182833684
performance of application reconfiguration,3.7376696182833684
man machine graphical communication system,3.7376696182833684
interest in webbased distributed computing,3.7376696182833684
extensible resource specification language,3.7376696182833684
characteristics of individual applications,3.7376696182833684
appropriate resource management mechanisms,3.7376696182833684
application execution rate characteristics,3.7376696182833684
scheduler,3.7183800539536023
time for multiprocessor optimal schedules,3.713572066704308
sharing of specialized computer resources,3.713572066704308
improvement in overall system utilization,3.713572066704308
policies against application requirements,3.713572066704308
parameterized dynamic spacesharing policy,3.713572066704308
parallelism during actual program writing,3.713572066704308
number of alternative allocation policies,3.713572066704308
multiprocessor among several applications,3.713572066704308
requirements of economybased grid systems,3.713572066704308
ibm advanced systems development division,3.713572066704308
families of processor allocation policies,3.713572066704308
dynamic metascheduling architecture model,3.713572066704308
distinct flow typesforeground media flows,3.713572066704308
disciplines on multiple processor systems,3.713572066704308
different resource typeparallel computers,3.713572066704308
development of new timesharing algorithms,3.713572066704308
applicationspecific safe message handlers,3.713572066704308
high performance local area communication,3.713572066704308
nimrodg parameter specification language,3.6888794541139363
explores exchangeable composition orders,3.6888794541139363
largescale integrated circuit technology,3.6888794541139363
lightweight autonomous reputation scheme,3.6888794541139363
engineering of processor interconnection,3.6888794541139363
partitioning method utilizes information,3.6888794541139363
sharedmemory multiprocessor environments,3.6888794541139363
uniprocessor multiprogrammed environment,3.6888794541139363
execution of reconfigurable applications,3.6888794541139363
account thefundamental system parameters,3.6888794541139363
econdor under nonuniform load conditions,3.6888794541139363
development of digital computer programs,3.6888794541139363
detailed endtoend monitoring information,3.6888794541139363
current hosttonetwork adapter interfaces,3.6888794541139363
concept of applicationcentric scheduling,3.6888794541139363
combination of userlevel microbenchmarks,3.6888794541139363
aninfrastructure for resource management,3.6888794541139363
development of robust middleware support,3.6888794541139363
range of efficiency preservation values,3.6635616461296463
inadequate internal memory architecture,3.6635616461296463
intelligent processor allocation method,3.6635616461296463
internet middleware services deductions,3.6635616461296463
level of local area network packet size,3.6635616461296463
preemptable remote execution facilities,3.6635616461296463
proportional share allocation technique,3.6635616461296463
shared memory multiprocessor scheduling,3.6635616461296463
reliable computer communications system,3.6635616461296463
several representative computer systems,3.6635616461296463
share petabyterange information volumes,3.6635616461296463
high performance computer communication,3.6635616461296463
use of distributed hierarchical control,3.6635616461296463
viable multiplemicroprocessor structure,3.6635616461296463
highperformance computational resources,3.6635616461296463
sophisticated realtime animation system,3.6635616461296463
high level grid application development,3.6635616461296463
development of distributed computations,3.6635616461296463
heterogeneous data domain decomposition,3.6635616461296463
acceptable parallel program performance,3.6635616461296463
analysis of performance characteristics,3.6635616461296463
challenges for internetserver workloads,3.6635616461296463
components of application response time,3.6635616461296463
darwin customizable resource management,3.6635616461296463
4processor silicon graphics workstation,3.6635616461296463
development of resourcesharing networks,3.6635616461296463
flexible softwareonly storage appliance,3.6635616461296463
future escience research infrastructure,3.6635616461296463
generalpurpose scalable parallel system,3.6635616461296463
globus information service capabilities,3.6635616461296463
distributed software measurement system,3.6635616461296463
theorem from electrical circuit theory,3.6375861597263857
offtheshelf atm communication hardware,3.6375861597263857
performance of singleuser workstations,3.6375861597263857
potential for significant improvements,3.6375861597263857
previous high performance rtc policies,3.6375861597263857
spidernet service composition solution,3.6375861597263857
traces from several parallel computers,3.6375861597263857
throughput of multiprogramming systems,3.6375861597263857
underlying worm maintenance mechanisms,3.6375861597263857
userlevel job submission specification,3.6375861597263857
utility of various hardware facilities,3.6375861597263857
various performancecritical operations,3.6375861597263857
matching storage resource capabilities,3.6375861597263857
mpichgq combines new qos specification,3.6375861597263857
dynamic processor coallocation service,3.6375861597263857
introduction of appropriate algorithms,3.6375861597263857
collection of independent task modules,3.6375861597263857
advanced computational collaboratories,3.6375861597263857
algorithms increase system performance,3.6375861597263857
assumption that job demand information,3.6375861597263857
basic replica selection service design,3.6375861597263857
interconnection of local area networks,3.6375861597263857
clusterbased scalable network services,3.6375861597263857
computational astrophysics application,3.6375861597263857
